(0, 0.09690000116825104)
(10, 0.1624000072479248)
(20, 0.7908999919891357)
(30, 0.650600016117096)
(40, 0.7580000162124634)
(50, 0.8574000000953674)
(60, 0.8501999974250793)
(70, 0.8604000210762024)
(80, 0.8939999938011169)
(90, 0.9186999797821045)
(100, 0.9175000190734863)
(110, 0.9316999912261963)
(120, 0.9247999787330627)
(130, 0.9293000102043152)
(140, 0.9322999715805054)
(150, 0.9380000233650208)
(160, 0.9110999703407288)
(170, 0.8428999781608582)
(180, 0.9467999935150146)
(190, 0.8959000110626221)
(200, 0.9449999928474426)
(210, 0.9487000107765198)
(220, 0.9524000287055969)
(230, 0.9452999830245972)
(240, 0.9488999843597412)
(250, 0.9524000287055969)
(260, 0.9456999897956848)
(270, 0.9408000111579895)
(280, 0.9506999850273132)
(290, 0.9559999704360962)
(300, 0.9458000063896179)
(310, 0.9514999985694885)
(320, 0.947700023651123)
(330, 0.9514999985694885)
(340, 0.852400004863739)
(350, 0.9545000195503235)
(360, 0.9564999938011169)
(370, 0.9569000005722046)
(380, 0.9624999761581421)
(390, 0.9368000030517578)
(400, 0.9319999814033508)
(410, 0.9578999876976013)
(420, 0.9128999710083008)
(430, 0.9599000215530396)
(440, 0.9544000029563904)
(450, 0.9585000276565552)
(460, 0.9578999876976013)
(470, 0.9562000036239624)
(480, 0.9657999873161316)
(490, 0.9570000171661377)
(500, 0.9621000289916992)
(510, 0.8489000201225281)
(520, 0.9595000147819519)
(530, 0.9621000289916992)
(540, 0.9628999829292297)
(550, 0.9645000100135803)
(560, 0.9639999866485596)
(570, 0.9585000276565552)
(580, 0.9617000222206116)
(590, 0.9628999829292297)
(600, 0.9596999883651733)
(610, 0.9653000235557556)
(620, 0.9674000144004822)
(630, 0.9623000025749207)
(640, 0.9628000259399414)
(650, 0.9139999747276306)
(660, 0.9639999866485596)
(670, 0.9602000117301941)
(680, 0.9667999744415283)
(690, 0.96670001745224)
(700, 0.7882000207901001)
(710, 0.9645000100135803)
(720, 0.9646000266075134)
(730, 0.9670000076293945)
(740, 0.9596999883651733)
(750, 0.9649999737739563)
(760, 0.9656000137329102)
(770, 0.9621999859809875)
(780, 0.9667999744415283)
(790, 0.9667999744415283)
(800, 0.9674000144004822)
(810, 0.9567000269889832)
(820, 0.9674000144004822)
(830, 0.9672999978065491)
(840, 0.9671000242233276)
(850, 0.9674999713897705)
(860, 0.6679999828338623)
(870, 0.9495000243186951)
(880, 0.9598000049591064)
(890, 0.9556000232696533)
(900, 0.963100016117096)
(910, 0.9663000106811523)
(920, 0.9660999774932861)
(930, 0.9656000137329102)
(940, 0.9635000228881836)
(950, 0.9682000279426575)
(960, 0.9555000066757202)
(970, 0.9688000082969666)
(980, 0.9559000134468079)
(990, 0.9693999886512756)
