(0, 0.07580000162124634)
(10, 0.4253000020980835)
(20, 0.7214000225067139)
(30, 0.7042999863624573)
(40, 0.9017000198364258)
(50, 0.8884000182151794)
(60, 0.9296000003814697)
(70, 0.9406999945640564)
(80, 0.9398000240325928)
(90, 0.9480000138282776)
(100, 0.9476000070571899)
(110, 0.9559999704360962)
(120, 0.9542999863624573)
(130, 0.9581999778747559)
(140, 0.9657999873161316)
(150, 0.9649999737739563)
(160, 0.9599999785423279)
(170, 0.9646999835968018)
(180, 0.9656000137329102)
(190, 0.9700000286102295)
(200, 0.9078999757766724)
(210, 0.9685999751091003)
(220, 0.9714999794960022)
(230, 0.972100019454956)
(240, 0.9713000059127808)
(250, 0.9693999886512756)
(260, 0.9733999967575073)
(270, 0.9696000218391418)
(280, 0.9769999980926514)
(290, 0.9696000218391418)
(300, 0.9782999753952026)
(310, 0.9786999821662903)
(320, 0.9713000059127808)
(330, 0.9776999950408936)
(340, 0.9742000102996826)
(350, 0.9753000140190125)
(360, 0.9789000153541565)
(370, 0.9789999723434448)
(380, 0.9793999791145325)
(390, 0.9785000085830688)
(400, 0.9779999852180481)
(410, 0.9747999906539917)
(420, 0.98089998960495)
(430, 0.9726999998092651)
(440, 0.9740999937057495)
(450, 0.98089998960495)
(460, 0.9789000153541565)
(470, 0.975600004196167)
(480, 0.9793999791145325)
(490, 0.9769999980926514)
(500, 0.9775000214576721)
(510, 0.9794999957084656)
(520, 0.9833999872207642)
(530, 0.9812999963760376)
(540, 0.9807999730110168)
(550, 0.98089998960495)
(560, 0.9822999835014343)
(570, 0.9837999939918518)
(580, 0.9829999804496765)
(590, 0.9828000068664551)
(600, 0.9825999736785889)
(610, 0.9814000129699707)
(620, 0.9847000241279602)
(630, 0.9833999872207642)
(640, 0.9786999821662903)
(650, 0.9835000038146973)
(660, 0.9848999977111816)
(670, 0.9846000075340271)
(680, 0.9848999977111816)
(690, 0.9843999743461609)
(700, 0.9835000038146973)
(710, 0.9832000136375427)
(720, 0.9840999841690063)
(730, 0.9839000105857849)
(740, 0.9830999970436096)
(750, 0.9850999712944031)
(760, 0.9837999939918518)
(770, 0.9772999882698059)
(780, 0.9843000173568726)
(790, 0.9847999811172485)
(800, 0.983299970626831)
(810, 0.9855999946594238)
(820, 0.9846000075340271)
(830, 0.9854999780654907)
(840, 0.9847999811172485)
(850, 0.9860000014305115)
(860, 0.9851999878883362)
(870, 0.9836999773979187)
(880, 0.9851999878883362)
(890, 0.9854000210762024)
(900, 0.9866999983787537)
(910, 0.9829000234603882)
(920, 0.9866999983787537)
(930, 0.9853000044822693)
(940, 0.9864000082015991)
(950, 0.9872999787330627)
(960, 0.9864000082015991)
(970, 0.9866999983787537)
(980, 0.987500011920929)
(990, 0.9865999817848206)
(999, 0.9835000038146973)
