(0, 2.301456928253174)
(10, 2.992644786834717)
(20, 3.0937416553497314)
(30, 1.5707570314407349)
(40, 0.6622322201728821)
(50, 0.5035973787307739)
(60, 0.3246275782585144)
(70, 0.3002011477947235)
(80, 0.282604843378067)
(90, 0.24717797338962555)
(100, 0.2402573525905609)
(110, 0.23273389041423798)
(120, 0.21963754296302795)
(130, 0.20061901211738586)
(140, 0.20137394964694977)
(150, 0.3293890655040741)
(160, 0.17959287762641907)
(170, 0.17442110180854797)
(180, 0.17059342563152313)
(190, 0.167007178068161)
(200, 0.16379286348819733)
(210, 0.16348974406719208)
(220, 0.15224689245224)
(230, 0.15647506713867188)
(240, 0.16588091850280762)
(250, 0.14625772833824158)
(260, 0.1344527304172516)
(270, 0.23294755816459656)
(280, 0.14427906274795532)
(290, 0.13631533086299896)
(300, 0.13461719453334808)
(310, 0.13261498510837555)
(320, 0.12521255016326904)
(330, 0.1462424248456955)
(340, 0.11983784288167953)
(350, 0.13081525266170502)
(360, 0.11730228364467621)
(370, 0.1351335495710373)
(380, 0.15456871688365936)
(390, 0.12833115458488464)
(400, 0.13323554396629333)
(410, 0.11018455773591995)
(420, 0.11058086156845093)
(430, 0.11553649604320526)
(440, 0.12911121547222137)
(450, 0.13388966023921967)
(460, 0.1077861338853836)
(470, 0.1386946439743042)
(480, 0.8259533047676086)
(490, 0.21962402760982513)
(500, 0.1804277002811432)
(510, 0.17529430985450745)
(520, 0.1562936007976532)
(530, 0.14833882451057434)
(540, 0.14365842938423157)
(550, 0.13607946038246155)
(560, 0.12890705466270447)
(570, 0.12622545659542084)
(580, 0.12696416676044464)
(590, 0.1232508048415184)
(600, 0.11495193839073181)
(610, 0.11884430795907974)
(620, 0.11654079705476761)
(630, 0.11482324451208115)
(640, 0.11679556965827942)
(650, 0.10552074015140533)
(660, 0.11339779198169708)
(670, 0.1070055291056633)
(680, 0.1080799549818039)
(690, 0.10980582237243652)
(700, 0.10775814205408096)
(710, 0.10221879184246063)
(720, 0.09809035062789917)
(730, 0.10103436559438705)
(740, 0.1045893207192421)
(750, 0.09716774523258209)
(760, 0.0921812504529953)
(770, 0.08673059940338135)
(780, 0.09002149105072021)
(790, 0.3370692729949951)
(800, 0.11111629754304886)
(810, 0.09879602491855621)
(820, 0.09430958330631256)
(830, 0.09332598745822906)
(840, 0.09769731760025024)
(850, 0.09949466586112976)
(860, 0.08594562113285065)
(870, 0.09350670874118805)
(880, 0.08727450668811798)
(890, 0.08218977600336075)
(900, 0.08777659386396408)
(910, 0.09353857487440109)
(920, 0.08514632284641266)
(930, 0.08420073240995407)
(940, 0.08183900266885757)
(950, 0.09085282683372498)
(960, 0.0786217600107193)
(970, 0.08131448179483414)
(980, 0.10099188983440399)
(990, 0.08171061426401138)
