(0, 0.0714000016450882)
(10, 0.2888000011444092)
(20, 0.11349999904632568)
(30, 0.5800999999046326)
(40, 0.6401000022888184)
(50, 0.8183000087738037)
(60, 0.8802000284194946)
(70, 0.8968999981880188)
(80, 0.92330002784729)
(90, 0.9315000176429749)
(100, 0.9258999824523926)
(110, 0.916100025177002)
(120, 0.9172000288963318)
(130, 0.9478999972343445)
(140, 0.9592000246047974)
(150, 0.9581000208854675)
(160, 0.9573000073432922)
(170, 0.9632999897003174)
(180, 0.9351000189781189)
(190, 0.9674999713897705)
(200, 0.9646000266075134)
(210, 0.9553999900817871)
(220, 0.9642999768257141)
(230, 0.9675999879837036)
(240, 0.9700999855995178)
(250, 0.9679999947547913)
(260, 0.9746999740600586)
(270, 0.9729999899864197)
(280, 0.9729999899864197)
(290, 0.9663000106811523)
(300, 0.9757999777793884)
(310, 0.9704999923706055)
(320, 0.9704999923706055)
(330, 0.974399983882904)
(340, 0.9771000146865845)
(350, 0.9790999889373779)
(360, 0.968999981880188)
(370, 0.972100019454956)
(380, 0.9728999733924866)
(390, 0.9782000184059143)
(400, 0.9781000018119812)
(410, 0.9728999733924866)
(420, 0.9782000184059143)
(430, 0.9785000085830688)
(440, 0.9805999994277954)
(450, 0.9803000092506409)
(460, 0.977400004863739)
(470, 0.9757999777793884)
(480, 0.9790999889373779)
(490, 0.9824000000953674)
(500, 0.9714000225067139)
(510, 0.9829999804496765)
(520, 0.974399983882904)
(530, 0.9825999736785889)
(540, 0.9781000018119812)
(550, 0.9824000000953674)
(560, 0.9812999963760376)
(570, 0.9828000068664551)
(580, 0.977400004863739)
(590, 0.9836000204086304)
(600, 0.9836000204086304)
(610, 0.9804999828338623)
(620, 0.9822999835014343)
(630, 0.9815000295639038)
(640, 0.9805999994277954)
(650, 0.983299970626831)
(660, 0.9801999926567078)
(670, 0.983299970626831)
(680, 0.9828000068664551)
(690, 0.9822999835014343)
(700, 0.984000027179718)
(710, 0.9810000061988831)
(720, 0.9817000031471252)
(730, 0.9824000000953674)
(740, 0.983299970626831)
(750, 0.9829000234603882)
(760, 0.9836000204086304)
(770, 0.9800999760627747)
(780, 0.983299970626831)
(790, 0.982200026512146)
(800, 0.9825000166893005)
(810, 0.9847999811172485)
(820, 0.984499990940094)
(830, 0.9811000227928162)
(840, 0.9854000210762024)
(850, 0.9833999872207642)
(860, 0.984000027179718)
(870, 0.9854999780654907)
(880, 0.9829000234603882)
(890, 0.9846000075340271)
(900, 0.9836000204086304)
(910, 0.9846000075340271)
(920, 0.984000027179718)
(930, 0.9818000197410583)
(940, 0.9843999743461609)
(950, 0.9804999828338623)
(960, 0.9828000068664551)
(970, 0.9857000112533569)
(980, 0.9768000245094299)
(990, 0.984000027179718)
(999, 0.9855999946594238)
