(0, 2.313782215118408)
(10, 1.7985970973968506)
(20, 1.806496262550354)
(30, 0.9506441354751587)
(40, 0.43926116824150085)
(50, 0.37913978099823)
(60, 0.4095093309879303)
(70, 0.29306337237358093)
(80, 0.35508862137794495)
(90, 0.298952579498291)
(100, 0.23776960372924805)
(110, 0.22842201590538025)
(120, 0.23800021409988403)
(130, 0.8631179928779602)
(140, 0.20939689874649048)
(150, 0.2469659149646759)
(160, 0.42501944303512573)
(170, 0.2554892897605896)
(180, 0.2450922429561615)
(190, 0.1921967715024948)
(200, 0.21062356233596802)
(210, 0.21570026874542236)
(220, 0.1833866983652115)
(230, 0.17549338936805725)
(240, 0.16985592246055603)
(250, 0.1738959401845932)
(260, 1.1398866176605225)
(270, 1.471008539199829)
(280, 0.20500078797340393)
(290, 0.18930771946907043)
(300, 0.2055223435163498)
(310, 0.27731770277023315)
(320, 0.16681405901908875)
(330, 0.16802248358726501)
(340, 0.15714405477046967)
(350, 0.17930807173252106)
(360, 0.15154337882995605)
(370, 0.14895273745059967)
(380, 0.16961263120174408)
(390, 0.1444220393896103)
(400, 2.3038852214813232)
(410, 2.283432960510254)
(420, 1.9977651834487915)
(430, 1.5330092906951904)
(440, 1.4951441287994385)
(450, 1.318231463432312)
(460, 0.6907292604446411)
(470, 0.5809711217880249)
(480, 0.6291953325271606)
(490, 0.3693760633468628)
(500, 0.28788429498672485)
(510, 0.31534913182258606)
(520, 0.5378037691116333)
(530, 0.2497526854276657)
(540, 0.3951207399368286)
(550, 1.7265644073486328)
(560, 0.4610181748867035)
(570, 0.2793305516242981)
(580, 0.41393905878067017)
(590, 0.2546226978302002)
(600, 0.2525534927845001)
(610, 0.23647737503051758)
(620, 0.699457049369812)
(630, 0.2796509265899658)
(640, 0.23362168669700623)
(650, 0.21758046746253967)
(660, 0.19136755168437958)
(670, 0.19588428735733032)
(680, 0.6478115320205688)
(690, 0.2608729898929596)
(700, 0.1874249130487442)
(710, 0.39024817943573)
(720, 0.17872050404548645)
(730, 0.2222057431936264)
(740, 0.18738245964050293)
(750, 0.24868987500667572)
(760, 0.17752766609191895)
(770, 0.1637127697467804)
(780, 2.2913267612457275)
(790, 2.3156650066375732)
(800, 2.303950786590576)
(810, 2.3040976524353027)
(820, 2.3018441200256348)
(830, 2.3019020557403564)
(840, 2.3031277656555176)
(850, 2.303710460662842)
(860, 2.3031742572784424)
(870, 2.305372953414917)
(880, 2.303697347640991)
(890, 2.3040692806243896)
(900, 2.3049581050872803)
(910, 2.3032994270324707)
(920, 2.406121015548706)
(930, 5.343009948730469)
(940, 2.7164206504821777)
(950, 2.387537717819214)
(960, 2.3207030296325684)
(970, 2.3053810596466064)
(980, 2.302605152130127)
(990, 2.302906036376953)
